,ID,COUNTRY,HOSPITAL ID,HOSPITAL NAME,ADDRESS,NEIGHBORHOOD,CITY,STATE,ZIP,AREA,TELEPHONE,EXTENTION,EMAIL,AFFILIATION,NATURE OF ESTABLISHMENT,WEBSITE,TYPE OF ESTABLISHMENT,LEVEL OF CARE,VENTILATORS,BEDS TO VENTILATORS RATIO,LINEAR REGRESSION MODELING,google_search,lat_long,lat,long,
562,15773,Mexico,DFSSA018154,HOSPITAL GENERAL TLAHUAC,AVENIDA LA TURBA ESQUINA CON GABRIELA MISTRAL 655,VILLA CENTROAMERICANA Y DEL CARIBE,TLAHUAC,CDMX,13278,55,{58501011},,FRANCISCO.MORENO@SALUD.DF.GOB.MX,SSA,Public,,Hospital - General,2 - General Hospital,33,5.42,0.5,HOSPITAL GENERAL TLAHUAC TLAHUAC CDMX MEXICO,"(19.2874486, -99.05270569999999)",19.2874486,-99.0527057,
563,15507,Mexico,DFIST000534,ISSSTE HOSPITAL GENERAL TACUBA,LAGO ONTARIO 36,TACUBA,MIGUEL HIDALGO,CDMX,11410,55,"{53996199,55271157}",,JHMICHER@ISSSTE.GOB.MX,ISSSTE,Public,None,Hospital - General,2 - General Hospital,33,4.24,0.61,ISSSTE HOSPITAL GENERAL TACUBA MIGUEL HIDALGO CDMX MEXICO,"(19.454383, -99.1912289)",19.454383,-99.1912289,
564,13710,Mexico,CLIST000106,HOSPITAL GENERAL ISSSTE DOCTOR JOSE MARIA RODRIGUEZ,FRANCISCO MURGUIA 405 ESQUINA MANUEL PEREZ TREVINO,ZONA CENTRO,SALTILLO,COAHUILA DE ZARAGOZA,25000,844,"{4128855,4141900}",,JVIRAMONTES@ISSSTE.GOB.MX,ISSSTE,Public,None,Hospital - General,2 - General Hospital,33,3.67,0.56,HOSPITAL GENERAL ISSSTE DOCTOR JOSE MARIA RODRIGUEZ SALTILLO COAHUILA DE ZARAGOZA MEXICO,"(25.4300845, -101.01188)",25.4300845,-101.01188,
565,15825,Mexico,NLIMS000361,HOSPITAL GENERAL DE ZONA 33 FELIX U. GOMEZ,AVENIDA FELIX U. GOMEZ Y AVENIDA EZEQUIEL E. CHAVEZ S/N,CENTRO,MONTERREY,NUEVO LEON,64010,81,{83421323},,,IMSS,Public,,Hospital - General,2 - General Hospital,32,14.03,1.11,HOSPITAL GENERAL DE ZONA 33 FELIX U. GOMEZ MONTERREY NUEVO LEON MEXICO,"(25.6709966, -100.2981778)",25.6709966,-100.2981778,
566,15467,Mexico,DFSSA004002,HOSPITAL DE LA MUJER TACUBA,PROLONGACION SALVADOR DIAZ MIRON 374,SANTO TOMAS,MIGUEL HIDALGO,CDMX,11340,55,"{53414429,53411735}","{1211,1226}",GERCAMLUJO@HOTMAIL.COM,SSA,Public,WWW.HDELAMUJER.SALUD.GOB.MX,Hospital - General,3 - Specialized Hospital,32,9.28,0.86,HOSPITAL DE LA MUJER TACUBA MIGUEL HIDALGO CDMX MEXICO,"(19.4516499, -99.1708891)",19.4516499,-99.1708891,
567,15572,Mexico,DFSSA004265,HOSPITAL DE ESPECIALIDADES DOCTOR BELISARIO DOMINGUEZ,AVENIDA TLAHUAC ESQUINA ZACATLAN 4866,SAN LORENZO TEZONCO,IZTAPALAPA,CDMX,9790,55,"{58500000,55850002}",,JPLANEACIONBD@GMAIL.COM,SSA,Public,None,Hospital - Specialized,3 - Specialized Hospital,32,6.25,0.59,HOSPITAL DE ESPECIALIDADES DOCTOR BELISARIO DOMINGUEZ IZTAPALAPA CDMX MEXICO,"(19.3071537, -99.0653646)",19.3071537,-99.0653646,
568,12888,Mexico,PLSSA008425,HOSPITAL GENERAL DE CHOLULA,AVENIDA OSA MENOR 2 LATERAL PERIFERICO ECOLOGICO,CIUDAD JUDICIAL,SAN ANDRES CHOLULA,PUEBLA,72810,222,{2144300},,PAUL.DANIEL.SM@GMAIL.COM,SSA,Public,None,Hospital - General,2 - General Hospital,32,5.78,0.61,HOSPITAL GENERAL DE CHOLULA SAN ANDRES CHOLULA PUEBLA MEXICO,"(19.0171192, -98.2658264)",19.0171192,-98.2658264,
569,13456,Mexico,MNSSA004044,HOSPITAL REGIONAL UNIVERSITARIO,KM. 2 CARRETERA COLIMA-GUADALAJARA,COLIMA,COLIMA,COLIMA,28010,312,{3161900},,HGZITACUARO@SALUD.MICHOACAN.GOB.MX,SSA,Public,,Hospital - General,2 - General Hospital,32,4.94,0.51,HOSPITAL REGIONAL UNIVERSITARIO COLIMA COLIMA MEXICO,"(19.2581408, -103.6898346)",19.2581408,-103.6898346,
570,12927,Mexico,CCSSA017670,HOSPITAL GENERAL DE ESPECIALIDADES DR. JAVIER BUENFIL OSORIO,AVENIDA LAZARO CARDENAS PROLONGACION ANTIGUA CALLE A CHINA Y AVENIDA LOPEZ PORTILLO 208,LAS FLORES,CAMPECHE,CAMPECHE,24096,981,{1273180},,,SSA,Public,,Hospital - General,,31,14.42,1.19,HOSPITAL GENERAL DE ESPECIALIDADES DR. JAVIER BUENFIL OSORIO CAMPECHE CAMPECHE MEXICO,"(19.815024, -90.5238246)",19.815024,-90.5238246,
571,15846,Mexico,NLIMS000525,HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR 6 NICOLAS GARZA,AVENIDA BENITO JUAREZ Y CARRETERA A LAREDO S/N,CIUDAD ITURBIDE,SAN NICOLAS DE LOS GARZA,NUEVO LEON,66460,81,{83761206},,CARLOS.DELGADO@IMSS.GOB.MX,IMSS,Public,None,Hospital - Specialized,3 - Specialized Hospital,31,13.06,1.34,HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR 6 NICOLAS GARZA SAN NICOLAS DE LOS GARZA NUEVO LEON MEXICO,"(25.7525541, -100.2984129)",25.7525541,-100.2984129,
572,15697,Mexico,DFIMS000213,HOSPITAL DE TRAUMATOLOGIA MAGDALENA SALINAS DOCTOR VICTORIO DE LA FUENTE,AVENIDA FORTUNA S/N,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,CDMX,7760,55,"{57546627,57473500}",,LUZDELCARMENVILLEDA@GMAIL.COM,IMSS,Public,None,Hospital - Specialized,3 - Specialized Hospital,31,10.81,1.04,HOSPITAL DE TRAUMATOLOGIA MAGDALENA SALINAS DOCTOR VICTORIO DE LA FUENTE GUSTAVO A. MADERO CDMX MEXICO,"(19.4847531, -99.1371617)",19.4847531,-99.1371617,
573,16583,Mexico,DFSSA004306,INSTITUTO NACIANAL DE REHABILITACION,CALZADA MEXICO-XOCHIMILCO 289,ARENAL TEPEPAN,TLALPAN,CDMX,14389,55,{5559991000},,LIBARRA@INR.GOB.MX,SSA,Public,HTTP://WWW.INR.GOB.MX/,Hospital - General,3 - Specialized Hospital,31,9.06,0.94,INSTITUTO NACIANAL DE REHABILITACION TLALPAN CDMX MEXICO,"(19.2877194, -99.14922070000001)",19.2877194,-99.1492207,
574,13310,Mexico,QRIMS000142,HOSPITAL GENERAL REGIONAL 17 CANCUN,AVENIDA POLITECNICO NACIONAL ENTRE TEPICH Y KINIK MANZANA 1 LOTE1 REGION 509,LA LUNA,BENITO JUAREZ,QUINTANA ROO,77533,998,{2678705},,,IMSS,Public,,Hospital - General,,31,6.9,1,HOSPITAL GENERAL REGIONAL 17 CANCUN BENITO JUAREZ QUINTANA ROO MEXICO,"(21.1366047, -86.8551667)",21.1366047,-86.8551667,
575,14913,Mexico,SPSSA017301,HOSPITAL DEL NIÑO Y LA MUJER DR. ALBERTO LOPEZ HERMOSA,PROLONGACION CORONEL ROMERO S/N,SAUZALITO,SAN LUIS POTOSI,SAN LUIS POTOSI,78116,444,{8295002},{23306},ADMON.HNM@GMAIL.COM,SSA,Public,,Hospital - General,3 - Specialized Hospital,31,4.97,0.79,HOSPITAL DEL NIÑO Y LA MUJER DR. ALBERTO LOPEZ HERMOSA SAN LUIS POTOSI SAN LUIS POTOSI MEXICO,"(22.1159933, -100.985797)",22.1159933,-100.985797,
576,13466,Mexico,TSSSA002793,HOSPITAL INFANTIL DE TAMAULIPAS,CALZADA GENERAL LUIS CABALLERO 297,COLONIA DEL MAESTRO,CIUDAD VICTORIA,TAMAULIPAS,87070,834,"{3186900,3126611}",{1140},ENSENANZAHIT@HOTMAIL.COM,SSA,Public,WWW.HOSPITALINFANTILDETAMAULIPAS.ORG,Hospital - Specialized,3 - Specialized Hospital,31,3.32,0.42,HOSPITAL INFANTIL DE TAMAULIPAS CIUDAD VICTORIA TAMAULIPAS MEXICO,"(23.7220773, -99.1635482)",23.7220773,-99.1635482,
577,15618,Mexico,DFIMS000312,HOSPITAL GENERAL DE ZONA 2A TRONCOSO,AÑIL FRANCISCO DEL PASO Y TRONCOSO 144,GRANJAS MEXICO,IZTACALCO,CDMX,8400,55,"{56502763,56573211}",,TOMAS.DELAMORA@IMSS.GOB.MX,IMSS,Public,,Hospital - General,2 - General Hospital,30,12.9,0.98,HOSPITAL GENERAL DE ZONA 2A TRONCOSO IZTACALCO CDMX MEXICO,"(19.4053733, -99.11287370000001)",19.4053733,-99.1128737,
578,14180,Mexico,CHIMS000293,HOSPITAL GENERAL DE ZONA 6 CIUDAD JUAREZ,JUVENAL ARAGON ROMO 450 NORTE,ZONA PRONAF,CIUDAD JUAREZ,CHIHUAHUA,32315,656,"{6131549,6133874}",,CESAR.NEAVE@IMSS.GOB.MX,IMSS,Public,None,Hospital - General,2 - General Hospital,30,12.53,1.01,HOSPITAL GENERAL DE ZONA 6 CIUDAD JUAREZ CIUDAD JUAREZ CHIHUAHUA MEXICO,"(31.7398026, -106.4502086)",31.7398026,-106.4502086,
579,13130,Mexico,MCIMS000816,HOSPITAL GENERAL REGIONAL 220 TOLUCA,PASEO TOLLOACAN NO. 620 ORIENTE,VERTICE,TOLUCA,ESTADO DE MEXICO,50140,722,"{2175446,2170853}",,ALEJANDRO.HERNANDEZM@IMSS.GOB.MX,IMSS,Public,,Hospital - General,3 - Specialized Hospital,30,8.63,0.76,HOSPITAL GENERAL REGIONAL 220 TOLUCA TOLUCA ESTADO DE MEXICO MEXICO,"(19.2830392, -99.6395019)",19.2830392,-99.6395019,
580,13608,Mexico,TCIMS000121,HOSPITAL GENERAL DE ZONA 46 DR. BARTOLOME REYNES BEREZALUCE,AVENIDA UNIVERSIDAD S/N,CASA BLANCA,CENTRO,TABASCO,86060,993,"{3572595,3573331,35}",,ROSA.GARCIAO@IMSS.GOB.MX,IMSS,Public,,Hospital - General,3 - Specialized Hospital,30,7.53,0.71,HOSPITAL GENERAL DE ZONA 46 DR. BARTOLOME REYNES BEREZALUCE CENTRO TABASCO MEXICO,"(18.013844, -92.91589119999999)",18.013844,-92.9158912,
581,13463,Mexico,TSSSA002810,HOSPITAL GENERAL VICTORIA DOCTOR NORBERTO TREVINO ZAPATA,BOULEVARD FIDEL VELAZQUEZ 1845 NORTE,REVOLUCION VERDE,VICTORIA,TAMAULIPAS,87024,834,{3185310},,HOSPGRAL@PRODIGY.NET.MX,SSA,Public,None,Hospital - Specialized,3 - Specialized Hospital,30,6.77,0.61,HOSPITAL GENERAL VICTORIA DOCTOR NORBERTO TREVINO ZAPATA VICTORIA TAMAULIPAS MEXICO,"(23.7483604, -99.1374866)",23.7483604,-99.1374866,
582,15169,Mexico,VZIST000301,HOSPITAL DE ALTA ESPECIALIDAD ISSSTE VERACRUZ,AVENIDA DIAZ MIRON ESQUINA SAYULA S/N,MODERNO,VERACRUZ,VERACRUZ,91918,229,{9375009},,HGVERACRUZ@ISSSTE GOB.MX,SSA,Public,,Hospital - General,2 - General Hospital,30,6.67,0.76,HOSPITAL DE ALTA ESPECIALIDAD ISSSTE VERACRUZ VERACRUZ VERACRUZ MEXICO,"(19.1723075, -96.1346464)",19.1723075,-96.1346464,
583,14249,Mexico,CSIMS000205,HOSPITAL GENERAL DE ZONA Y MEDICINA FAMILIAR 1 TAPACHULA,CARRETERA COSTERA Y ANILLO PERIFERICO S/N,CENTRO,TAPACHULA,CHIAPAS,30700,962,{6261915},,RUBER.CORRO@IMSS.GOB.MX,IMSS,Public,,Hospital - General,2 - General Hospital,30,5.5,0.38,HOSPITAL GENERAL DE ZONA Y MEDICINA FAMILIAR 1 TAPACHULA TAPACHULA CHIAPAS MEXICO,"(14.9198219, -92.26638679999999)",14.9198219,-92.2663868,
584,13783,Mexico,CHSSA018514,HOSPITAL INFANTIL DE ESPECIALIDADES DE CHIHUAHUA,PROLONGACION AV. CARLOS PACHECO  S/N,ZONA INDUSTRIAL ROBINSON,CHIHUAHUA,CHIHUAHUA,31074,614,{4293300},,DIRECCIONGENERAL.HIECH@HOTMAIL.COM,SSA,Public,,Hospital - General,,30,5.07,1.04,HOSPITAL INFANTIL DE ESPECIALIDADES DE CHIHUAHUA CHIHUAHUA CHIHUAHUA MEXICO,"(28.6280916, -106.0304753)",28.6280916,-106.0304753,
585,15922,Mexico,PLSSA004071,HOSPITAL GENERAL TEZIUTLAN,BUGANVILIAS 7 ,XOLOATENO,TEZIUTLAN,PUEBLA,73800,231,"{1021175,102117983}",,HGTEZIUTLAN@GMAIL.COM,SSA,Public,,Hospital - General,2 - General Hospital,30,4.67,0.6,HOSPITAL GENERAL TEZIUTLAN TEZIUTLAN PUEBLA MEXICO,"(19.8220076, -97.37660419999999)",19.8220076,-97.3766042,
586,25965,Mexico,CHSMP000071,CHRISTUS MUGUERZA DEL PARQUE S.A. DE C.V.,RODRIGUEZ,DOCTOR PEDRO LEAL 1802,CHIHUAHUA,CHIHUAHUA,31000,614,"{4397979,4397906}","{1004,1015,1013}",RICARDO.LOPEZ@CHRISTUSMUGUERZA.COM.MX,Private,Private,HTTPS://WWW.CHRISTUSMUGUERZA.COM.MX/HOSPITAL-DEL-PARQUE/?UTM_SOURCE=GOOGLE_MY_BUSINESS&UTM_MEDIUM=BOTON,Hospital - General,3 - Specialized Hospital,30,4.2,0.5,CHRISTUS MUGUERZA DEL PARQUE S.A. DE C.V. CHIHUAHUA CHIHUAHUA MEXICO,"(28.6296422, -106.0752936)",28.6296422,-106.0752936,
587,13750,Mexico,TLSSA001376,HOSPITAL GENERAL REGIONAL EMILIO SANCHEZ PIEDRAS,CARRETERA A SAN ANDRES AHUASHUATEPEC S/N,SAN ANDRES,TZOMPANTEPEC,TLAXCALA,90491,241,{4188100},,MORCAPIN@HOTMAIL.COM,SSA,Public,,Hospital - General,2 - General Hospital,30,3.23,0.45,HOSPITAL GENERAL REGIONAL EMILIO SANCHEZ PIEDRAS TZOMPANTEPEC TLAXCALA MEXICO,"(19.4086111, -98.11833329999999)",19.4086111,-98.1183333,
588,14527,Mexico,HGSMP000012,HOSPITAL SOCIEDAD ESPANOLA DE BENEFICENCIA DE PACHUCA,AVENIDA BENITO JUAREZ 908,LA VILLITA,PACHUCA DE SOTO,HIDALGO,42060,771,"{7136244,7133318}",,DIRECCIONGENERAL@BENEPACHUCA.COM,Private,Private,WWW.BENEPACHUCA.COM,Hospital - Specialized,3 - Specialized Hospital,30,2.2,0.35,HOSPITAL SOCIEDAD ESPANOLA DE BENEFICENCIA DE PACHUCA PACHUCA DE SOTO HIDALGO MEXICO,"(20.1187167, -98.74332109999999)",20.1187167,-98.7433211,
589,15501,Mexico,DFSMP000621,HOSPITAL MARIA JOSE,COZUMEL 62,ROMA,CUAUHTEMOC,CDMX,6700,55,{55149271},,SALVADOR.GLEZ@HOSPITALMARIAJOSE.COM.MX,Private,Private,,,,30,0.93,0.24,HOSPITAL MARIA JOSE CUAUHTEMOC CDMX MEXICO,"(19.4180489, -99.1704821)",19.4180489,-99.1704821,
590,14211,Mexico,CHIMS000305,HOSPITAL GENERAL DE ZONA 35 CD.JUAREZ,AVENIDA VALENTIN FUENTES 2582,INFONAVIT CASAS GRANDES,CIUDAD JUAREZ,CHIHUAHUA,32600,656,{6176404},,,IMSS,Public,,Hospital - General,2 - General Hospital,29,14.45,1.41,HOSPITAL GENERAL DE ZONA 35 CD.JUAREZ CIUDAD JUAREZ CHIHUAHUA MEXICO,"(31.7054837, -106.4357266)",31.7054837,-106.4357266,
591,13194,Mexico,PLSMP002452,HOSPITAL UNIVERSITARIO DE PUEBLA,13 SUR Y 25 PONIENTE SN,LOS VOLCANES,PUEBLA,PUEBLA,72410,222,"{2295500,214,702}","{6000,6162,6129}",EULALIOMORALES@HOTMAIL.COM,Private,Private,HTTP://WWW.MEDICINA.BUAP.MX/,Hospital - General,3 - Specialized Hospital,29,5.28,0.57,HOSPITAL UNIVERSITARIO DE PUEBLA PUEBLA PUEBLA MEXICO,"(19.0394594, -98.2135165)",19.0394594,-98.2135165,
592,15747,Mexico,MCSME000863,CENTRO MEDICO ISSEMYM ECATEPEC,AVENIDA DEL TRABAJO ESQUINA AVENIDA REVOLUCION S/N,EL CARMEN,ECATEPEC DE MORELOS,ESTADO DE MEXICO,55000,55,{58369910},,DANIEL.GUTIERREZ@ISSEMYM.GOB.MX,ISSEMYM,Public,None,Hospital - Specialized,3 - Specialized Hospital,29,5.24,0.7,CENTRO MEDICO ISSEMYM ECATEPEC ECATEPEC DE MORELOS ESTADO DE MEXICO MEXICO,"(19.6086093, -99.050741)",19.6086093,-99.050741,
593,14207,Mexico,CSSSA008894,HOSPITAL DE ESPECIALIDADES PEDIATRICAS,BOULEVARD JUAN PABLO II S/N,EL RETIRO,TUXTLA GUTIERREZ,CHIAPAS,29045,961,{6170700},,,SSA,Public,None,Hospital - Specialized,3 - Specialized Hospital,29,3.79,0.95,HOSPITAL DE ESPECIALIDADES PEDIATRICAS TUXTLA GUTIERREZ CHIAPAS MEXICO,"(16.7509874, -93.0780795)",16.7509874,-93.0780795,
594,14725,Mexico,SLIST000085,HOSPITAL REGIONAL ISSSTE DR. MANUEL CARDENAS DE LA VEGA,CALZADA HEROICO COLEGIO MILITAR SUR 587,5 DE MAYO,CULIACAN,SINALOA,80230,667,{7593401},,MAGAXIOLA@ISSSTE.GOB.MX,ISSSTE,Public,,Hospital - General,,28,7.68,1.04,HOSPITAL REGIONAL ISSSTE DR. MANUEL CARDENAS DE LA VEGA CULIACAN SINALOA MEXICO,"(24.7955353, -107.3763045)",24.7955353,-107.3763045,
595,13142,Mexico,QTSSA001752,HOSPITAL GENERAL QUERETARO,AVENIDA 5 DE FEBRERO 101,VIRREYES,QUERETARO,QUERETARO,76248,442,{2160039},,CORTIZ@SALUD.GOB.MX,SSA,Public,,Hospital - General,2 - General Hospital,28,7.32,0.54,HOSPITAL GENERAL QUERETARO QUERETARO QUERETARO MEXICO,"(20.5796907, -100.4059392)",20.5796907,-100.4059392,
596,13545,Mexico,MNSSA001862,HOSPITAL DE LA MUJER,GUILLERMO ROCKET 250,POBLADO OCOLUSEN,MORELIA,MICHOACAN DE OCAMPO,58270,443,"{3405556,3405559}",{1012},HDELAMUJER@SALUD.MICHOACAN.GOB.MX,SSA,Public,None,Hospital - General,2 - General Hospital,28,4.29,0.42,HOSPITAL DE LA MUJER MORELIA MICHOACAN DE OCAMPO MEXICO,"(19.6924935, -101.1544543)",19.6924935,-101.1544543,
597,14784,Mexico,JCSSA005584,HOSPITAL REGIONAL TEPATITLAN,AMADO NERVO 1025,LA GLORIA,TEPATITLAN DE MORELOS,JALISCO,47670,378,{7821661},{122},DIRECCIONHRT@HOTMAIL.COM,SSA,Public,None,Hospital - General,2 - General Hospital,28,2.54,0.52,HOSPITAL REGIONAL TEPATITLAN TEPATITLAN DE MORELOS JALISCO MEXICO,"(20.8117912, -102.7793682)",20.8117912,-102.7793682,
598,15710,Mexico,DFIMS000575,HOSPITAL DE CARDIOLOGIA CENTRO MEDICO NACIONAL SIGLO XXI,AVENIDA CUAUHTEMOC ENTRE DR. MARQUEZ Y EJE 3 SUR 330,DOCTORES,CUAUHTEMOC,CDMX,6720,55,{57610969},,,IMSS,Public,,Hospital - General,,27,9.78,1.29,HOSPITAL DE CARDIOLOGIA CENTRO MEDICO NACIONAL SIGLO XXI CUAUHTEMOC CDMX MEXICO,"(19.4070032, -99.1546281)",19.4070032,-99.1546281,
599,15078,Mexico,ASSSA000025,CENTENARIO HOSPITAL MIGUEL HIDALGO,AVENIDA GOMEZ MORIN S/N,LA ESTACION,AGUASCALIENTES,AGUASCALIENTES,20230,449,{9185054},,HOSPITALHIDALGO@PRODIGY.NET.MX,SSA,Public,,Hospital - General,,27,8.3,0.97,CENTENARIO HOSPITAL MIGUEL HIDALGO AGUASCALIENTES AGUASCALIENTES MEXICO,"(21.8947652, -102.2825251)",21.8947652,-102.2825251,
600,15801,Mexico,GRSSA000010,HOSPITAL GENERAL ACAPULCO,AVENIDA RUIZ CORTINEZ 128,ALTA PROGRESO,ACAPULCO DE JUAREZ,GUERRERO,39570,744,{74455881},,HGACAP1@HOTMAIL.COM,SSA,Public,,Hospital - General,,27,8.22,0.69,HOSPITAL GENERAL ACAPULCO ACAPULCO DE JUAREZ GUERRERO MEXICO,"(16.9306929, -99.8205388)",16.9306929,-99.8205388,
601,15926,Mexico,TCSSA006203,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DOCTOR GUSTAVO A PEREZ,TENOCHTITLAN S/N,EL RECREO,VILLAHERMOSA,TABASCO,86020,993,{3136360},{222},DIRECCIONHR3@HOTMAIL.COM,SSA,Public,None,Hospital - General,4 - Specialized Hospital with Transplant,27,7.63,0.52,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DOCTOR GUSTAVO A PEREZ VILLAHERMOSA TABASCO MEXICO,"(18.0128565, -92.92352729999999)",18.0128565,-92.9235273,
602,14491,Mexico,GTIST000091,HOSPITAL REGIONAL ISSSTE LEON,AVENIDA PRADERA 1101,AZTECA,LEON,GUANAJUATO,37520,477,"{7115396,7115361}",{414},JESUS.SANCHEZ@ISSSTE.GOB.MX,ISSSTE,Public,None,Hospital - Specialized,4 - Specialized Hospital with Transplant,27,7.59,0.7,HOSPITAL REGIONAL ISSSTE LEON LEON GUANAJUATO MEXICO,"(21.0980044, -101.648898)",21.0980044,-101.648898,
603,15174,Mexico,YNSSA013423,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,CALLE 22 433,ALTABRISA,MERIDA,YUCATAN,97134,999,{9427600},,ALFREDO.MEDINA@SALUD.GOB.MX,SSA,Public,None,Hospital - Specialized,3 - Specialized Hospital,27,7.56,0.75,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN MERIDA YUCATAN MEXICO,"(21.020154, -89.58241439999999)",21.020154,-89.5824144,
604,14630,Mexico,SLSSA017606,HOSPITAL DE LA MUJER CULIACAN,BLVD. MIGUEL TAMAYO ESPINOZA DE LOS MONTEROS S/N,DESARROLLO URBANO 3 RIOS,CULIACAN,SINALOA,80020,667,{7297686},"{123,137}",NOE_DGUEZ@HOTMAIL.COM,SSA,Public,,Hospital - General,3 - Specialized Hospital,27,7.11,1.14,HOSPITAL DE LA MUJER CULIACAN CULIACAN SINALOA MEXICO,"(24.795669, -107.4506944)",24.795669,-107.4506944,
605,15340,Mexico,MCSME001324,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,AVENIDA PASEO DEL FERROCARRIL S/N,LOS REYES IXTACALA,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,54090,55,{26269200},,,Gobierno Estatal,Public,,Hospital - General,,27,6.85,0.83,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM TLALNEPANTLA DE BAZ ESTADO DE MEXICO MEXICO,"(19.521625, -99.18750999999999)",19.521625,-99.18751,
606,15839,Mexico,NLIMS000204,HOSPITAL GENERAL DE ZONA IMSS 4 VILLA GUADALUPE,MARIANO MATAMOROS 300,CENTRO DE GUADALUPE,MONTERREY,NUEVO LEON,67100,81,"{83541522,83550651}",,,IMSS,Public,None,Hospital - General,2 - General Hospital,26,9.69,1.08,HOSPITAL GENERAL DE ZONA IMSS 4 VILLA GUADALUPE MONTERREY NUEVO LEON MEXICO,"(25.6727666, -100.2612393)",25.6727666,-100.2612393,
607,13217,Mexico,MCIMS001185,HOSPITAL GENERAL REGIONAL 251 METEPEC,ARBOL DE LA VIDA 501 A 505 SUR,BOSQUES DE METEPEC,METEPEC,ESTADO DE MEXICO,52148,722,"{2757701,2757702}",,JESUS.ALCANTAR@IMSS.GOB.MX,IMSS,Public,None,Hospital - General,2 - General Hospital,26,9.19,0.78,HOSPITAL GENERAL REGIONAL 251 METEPEC METEPEC ESTADO DE MEXICO MEXICO,"(19.2467497, -99.57687279999999)",19.2467497,-99.5768728,
608,13132,Mexico,SRIMS000413,HOSPITAL GENERAL DE ZONA 2 HERMOSILLO,BENITO JUAREZ ESQUINA CON SEGURO SOCIAL Y JOSE MARIA IGLESIAS S/N,MODELO,HERMOSILLO,SONORA,83180,662,{2145665},,,IMSS,Public,,Hospital - General,,26,7.19,0.76,HOSPITAL GENERAL DE ZONA 2 HERMOSILLO HERMOSILLO SONORA MEXICO,"(29.10373379999999, -110.9532934)",29.1037338,-110.9532934,
609,13734,Mexico,CHSSA000664,HOSPITAL GENERAL SALVADOR ZUBIRAN ANCHONDO,AVENIDA PROLONGACION TEOFILO BORUNDA 510,EL BAJO,CHIHUAHUA,CHIHUAHUA,31200,614,{4293300},{17400},,SSA,Public,None,Hospital - General,2 - General Hospital,26,7.19,0.71,HOSPITAL GENERAL SALVADOR ZUBIRAN ANCHONDO CHIHUAHUA CHIHUAHUA MEXICO,"(28.6493104, -106.0699118)",28.6493104,-106.0699118,
610,13246,Mexico,PLHUN000010,HOSPITAL UNIVERSITARIO DE PUEBLA BUAP,AVENIDA 25 PONIENTE 1301,LOS VOLCANES,HEROICA PUEBLA DE ZARAGOZA,PUEBLA,72410,222,"{2140702,2295500}",{6225},CALIDAD.HUP@CORREO.BUAP.MX,University,,WWW.HUP.BUAP.MX,Hospital - Specialized,3 - Specialized Hospital,26,6.88,0.79,HOSPITAL UNIVERSITARIO DE PUEBLA BUAP HEROICA PUEBLA DE ZARAGOZA PUEBLA MEXICO,"(19.0394594, -98.2135165)",19.0394594,-98.2135165,
611,15060,Mexico,ASIMS000021,HOSPITAL GENERAL DE ZONA 1 AGUASCALIENTES,BOULEVARD JOSE MARIA CHAVEZ 1202,FRACCIONAMIENTO LINDAVISTA,AGUASCALIENTES,AGUASCALIENTES,20270,449,{9139050},,MMELENDEZGA@GUANAJUATO.GOB.MX,IMSS,Public,None,Hospital - General,2 - General Hospital,25,12.28,1.55,HOSPITAL GENERAL DE ZONA 1 AGUASCALIENTES AGUASCALIENTES AGUASCALIENTES MEXICO,"(21.8661428, -102.2929878)",21.8661428,-102.2929878,
612,13134,Mexico,VZIMS000231,HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR 36 COATZACOALCOS,ROMAN MARIN E INDEPENDENCIA S/N,MANUEL AVILA CAMACHO,COATZACOALCOS,VERACRUZ,96420,921,{2147637},,GASPAR.VIVAS@IMSS.GOB.MX,IMSS,Public,None,Hospital - General,2 - General Hospital,25,8.2,0.6,HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR 36 COATZACOALCOS COATZACOALCOS VERACRUZ MEXICO,"(18.1397638, -94.4332854)",18.1397638,-94.4332854,
613,25968,Mexico,NLSMP001196,HOSPITAL ZAMBRANO HELLION,AVENIDA BATALLON DE SAN PATRICIO 112,REAL SAN AGUSTIN,SAN PEDRO GARZA GARCIA,NUEVO LEON,66278,81,{88880000},,ABARAHONA@HSJ.COM.MX,Private,Private,WWW.CMZH.COM.MX,Hospital - General,,25,7.8,0.9,HOSPITAL ZAMBRANO HELLION SAN PEDRO GARZA GARCIA NUEVO LEON MEXICO,"(25.6471033, -100.3342744)",25.6471033,-100.3342744,
